,g_true,em_d,g_d,gf_d
0,0.0,0.47824322456491175,0.47823562549314436,0.8078054559450686
1,0.0,0.5617519083110367,0.5618451283316701,0.8862036171855243
2,0.0,0.32965881824234633,0.32962732676791007,0.6963538091771685
3,0.0,0.44947290337574713,0.44948744945061164,0.6807933065867984
4,0.0,0.484591476451471,0.48302334230229477,0.8160329915723742
5,0.0,0.5220220015545071,0.5223177891060016,0.890444123870367
6,0.0,0.4774092860588632,0.47756156256790055,0.8387648384583386
7,0.0,0.3454538396272699,0.35024497061542276,0.77169297806631
8,0.0,0.5177130048930338,0.5173394945625899,0.8299758347459462
9,0.0,0.610308792427288,0.6103066321803525,0.911527534873779
10,0.1,0.5315327693424627,0.5317404417934225,0.8701353567432516
11,0.1,0.6376781575929975,0.6372092830723112,0.9424569518496615
12,0.1,0.5896481785197122,0.5886579225086854,0.9084736116238945
13,0.1,0.551760381363036,0.5516140098025859,0.8990306275782993
14,0.1,0.47883080164064085,0.4788421290451158,0.8487190747099046
15,0.1,0.5765675218072162,0.577613119786906,0.9196876416947819
16,0.1,0.47499321818506907,0.47514090778738366,0.8250120511775013
17,0.1,0.5410507477337666,0.5409112895920387,0.9121003178749579
18,0.1,0.5507787255803553,0.5522260265498131,0.8858914144800392
19,0.1,0.45393394935598247,0.45467853980974077,0.8111723952491733
20,0.2,0.500207050655968,0.4998176719041151,0.85979844473711
21,0.2,0.5129351912252887,0.5131318092057955,0.8727660821949328
22,0.2,0.7126776725722174,0.7127172801065075,0.9189113783916345
23,0.2,0.49246967423706245,0.4932781764211802,0.8415771210142933
24,0.2,0.5539864799786153,0.5547835234829889,0.9068276486339291
25,0.2,0.4182178394221613,0.41321926404748466,0.8094811894817205
26,0.2,0.4925395783447689,0.4928940700820272,0.8646273020243843
27,0.2,0.4997954870193959,0.5014039673015158,0.7922424431714632
28,0.2,0.5562107735328436,0.5600593864546357,0.8139254961869589
29,0.2,0.5402224910568101,0.5397622107434842,0.8667799530103619
30,0.3,0.6284409902220536,0.6284444573171715,0.899889874401341
31,0.3,0.6969286217355686,0.695850416017554,0.8679773970238598
32,0.3,0.6746755472732182,0.6811387239424986,0.8693713663416976
33,0.3,0.5732522344083403,0.576123050968655,0.7825360879635417
34,0.3,0.5731649806898285,0.5689190953717141,0.8450327520999812
35,0.3,0.6496353051314436,0.6518581567734917,0.8916905717412476
36,0.3,0.5699361455097454,0.5737005126831238,0.8556303794684953
37,0.3,0.5773690454598629,0.5769110346544831,0.8865113755195114
38,0.3,0.5408580005933877,0.5387801338463206,0.7699741046672993
39,0.3,0.6216064284349586,0.6234742394250283,0.8327974780574252
40,0.4,0.696414995835818,0.6963576480129092,0.8425964711455434
41,0.4,0.6589161956486255,0.65865482574944,0.8288502336322853
42,0.4,0.6902374230462942,0.6925055878856596,0.7606981086515888
43,0.4,0.6412221159494581,0.636075466810607,0.763291583045466
44,0.4,0.6341709882663654,0.6355058327176049,0.8166656584620183
45,0.4,0.6842709690624709,0.6852735207355539,0.8282149845072111
46,0.4,0.6805718504072732,0.6797529720806618,0.8220804832510687
47,0.4,0.7000126954390072,0.6993029848542514,0.8174415891004817
48,0.4,0.6684659264875923,0.6660648970021552,0.8095745590084417
49,0.4,0.613338702069304,0.6085856474550909,0.7616178972792781
50,0.5,0.7332081321670633,0.7372750942655117,0.7030096396558301
51,0.5,0.750591505250105,0.7473126284064624,0.6987748029385835
52,0.5,0.6959823510980463,0.6891561004662258,0.708780757585362
53,0.5,0.6124693290512793,0.607868311069255,0.643436249266691
54,0.5,0.7221206694202436,0.7233650315650146,0.7588968365767513
55,0.5,0.7127407249177825,0.7089559698156104,0.6611788221569982
56,0.5,0.7811858310436599,0.7829215580876145,0.7628603871192268
57,0.5,0.7377218072417393,0.739355535307628,0.7303354701362939
58,0.5,0.6569544152321162,0.6793697897099675,0.6557735104554903
59,0.5,0.7695469344410697,0.7682994193042372,0.6767299383173014
60,0.6,0.7610784347237219,0.7704967914467072,0.767943125365248
61,0.6,0.7949815684003022,0.7953955663704083,0.8234459533291448
62,0.6,0.8856567250317644,0.8863749537033532,0.8677395162704689
63,0.6,0.8340335551549747,0.8349468139732091,0.8351791880358279
64,0.6,0.8293572361158519,0.8304642515543346,0.7805519887189837
65,0.6,0.776493278094065,0.7712194380765331,0.7704492661118364
66,0.6,0.8240538978001477,0.8222955774955508,0.8189550379314555
67,0.6,0.7793904380725913,0.7757820872741444,0.7698478717824705
68,0.6,0.7904626298324244,0.796174583346297,0.7155600582615385
69,0.6,0.8195684143997528,0.8222975017105643,0.8082866615978108
70,0.7,0.8788458572139115,0.8764046484283221,0.9220180690540571
71,0.7,0.8624093482576605,0.8613629144867141,0.8867809320603662
72,0.7,0.8963976835395383,0.8976574246602216,0.9271185335348605
73,0.7,0.8732826429972019,0.8708411020342353,0.9138236099265465
74,0.7,0.9173766029777286,0.9186650547520631,0.9317274396178921
75,0.7,0.8736019040274072,0.8760166621175006,0.8960629024558509
76,0.7,0.8643509757036648,0.8667864095825923,0.8980676455467868
77,0.7,0.8961460899235492,0.8972621048051521,0.9207098514318802
78,0.7,0.8694880464081939,0.8675718318987328,0.8315229498486122
79,0.7,0.8529264058209898,0.8597811923470671,0.9081766052895729
80,0.8,0.9572966785183599,0.957751054619031,0.9598609068168977
81,0.8,0.9283464283229356,0.9295647716483212,0.9382665611636927
82,0.8,0.9642621173833382,0.962008435464264,0.9571444252695902
83,0.8,0.915389326239409,0.9157338834790371,0.9460467120935964
84,0.8,0.8915860379251879,0.8895085830922439,0.9061045999283506
85,0.8,0.8976091732110736,0.8983089746818489,0.9219263355588129
86,0.8,0.9354447969901094,0.9353839517832366,0.9375884769088298
87,0.8,0.9120059796883553,0.9151776575921882,0.9367454592208477
88,0.8,0.9909950314807117,0.9903454979905156,0.9860415793922499
89,0.8,0.943310091474705,0.9434458270944031,0.9718991598456485
90,0.9,0.9854996738157716,0.985489637795683,0.9874802692943523
91,0.9,0.9531363361618379,0.9511623711399672,0.9608333517819431
92,0.9,0.9836411031773618,0.9835044144089292,0.9849085995314532
93,0.9,0.9559181463308032,0.9576184518855061,0.9853159140616264
94,0.9,0.9587919283311558,0.9593831196186692,0.9693258428116964
95,0.9,0.9735278354232122,0.9714084047045481,0.9738632450787563
96,0.9,0.9914058860080975,0.991303383899504,0.993364155572318
97,0.9,0.9744039067447435,0.9749255180738231,0.9666493274281095
98,0.9,0.9658455387250869,0.9650231297789977,0.9581710942107534
99,0.9,0.9783517359918017,0.9725047935640951,0.9868007596502762
100,1.0,0.997625001536173,0.9974723800368821,0.9970175150601845
101,1.0,0.9993883863108459,0.9993873328934012,0.9993825611421754
102,1.0,0.9703087714774109,0.9706287203747452,0.9705072128285775
103,1.0,0.9893031475225316,0.9900962464884348,0.9891613026597043
104,1.0,0.9878363263801304,0.9881531938806646,0.9874455058780611
105,1.0,0.9931366749304033,0.9931653800035473,0.9930216083847513
106,1.0,0.995254234008208,0.9935553920051903,0.9950910325673091
107,1.0,0.999138840242919,0.9991483161614575,0.9991210023089494
108,1.0,0.9925341620759393,0.9918275965145702,0.9910892854910756
109,1.0,0.9831259167090649,0.9831243817835782,0.9835310564572183
